alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1758185603.3938,elite,110.73570102252,1742362734.6872,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762243829,1762843320.7144,80,http,170.114.45.24:80,false,77.922344207764,79161,981,98.775922737142,170.114.45.24
true,1759218256.5999,elite,110.4750034297,1742419065.5125,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762243868,1762843320.5875,80,http,69.84.182.166:80,false,83.729267120361,81912,1034,98.753405830299,69.84.182.166
true,1759218318.9572,elite,110.80222175526,1721622902.5864,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762243983,1762843320.3976,80,http,108.162.192.164:80,false,91.553449630737,81903,1328,98.404440653122,108.162.192.164
true,1761555640.5887,elite,113.85092389332,1753337792.3347,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762411928,1762843320.394,80,http,216.205.52.183:80,false,172.54304885864,63985,98,99.847073326779,216.205.52.183
true,1759208405.2663,elite,109.66388151458,1742382115.7602,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762244080,1762843320.3938,80,http,216.205.52.190:80,false,102.03981399536,79768,1001,98.760663125704,216.205.52.190
true,1759218210.9683,elite,110.99913297247,1742447408.5654,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762244705,1762843320.3322,80,http,45.67.215.37:80,false,43.344497680664,80080,3330,96.007672940894,45.67.215.37
true,1759218080.4349,elite,121.88458014516,1756299782.3444,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762348700,1762843320.0887,80,http,102.177.176.174:80,false,23.98943901062,42154,682,98.407881221403,102.177.176.174
true,1761066114.8547,elite,139.76101217399,1761066114.8547,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1762275888,1762843319.9812,80,http,102.177.176.130:80,false,469.33460235596,12345,0,100,102.177.176.130
true,1759208283.5106,elite,121.1171082248,1756297056.1363,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762346103,1762843319.7892,80,http,216.205.52.150:80,false,83.036422729492,43821,96,99.781405833732,216.205.52.150
true,1759208311.3679,elite,109.84217842071,1742383569.0718,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762244316,1762843319.7247,80,http,185.221.160.31:80,false,31.918048858643,80132,987,98.78326902452,185.221.160.31
true,1762609896.5572,elite,113.32262184493,1753337924.8197,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762411555,1762843319.723,80,http,216.205.52.113:80,false,72.455406188965,64039,98,99.847202083041,216.205.52.113
true,1759218218.6381,elite,110.75013834896,1742333580.9948,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762244014,1762843319.7157,80,http,102.177.176.87:80,false,29.618501663208,78240,3980,95.159328630504,102.177.176.87
true,1759208338.1046,elite,110.97604616173,1742429643.6155,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762244015,1762843319.5939,80,http,170.114.45.90:80,false,70.737361907959,79270,3939,95.266137076518,170.114.45.90
true,1761065166.0447,elite,140.05959815834,1761065166.0447,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762274863,1762843319.5869,80,http,8.35.211.154:80,false,367.34223365784,12855,0,100,8.35.211.154
true,1761555537.9027,elite,116.0258888848,1754411028.4887,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762274831,1762843319.4279,80,http,102.177.176.64:80,false,101.98092460632,55129,677,98.78686879547,102.177.176.64
true,1758181159.5775,elite,109.84984722448,1720527317.464,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762243933,1762843319.3923,80,http,170.114.45.0:80,false,79.714059829712,80184,5421,93.667425968109,170.114.45.0
true,1758178109.3904,elite,111.30605176142,1750622615.5047,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762243829,1762843319.0703,80,http,102.177.176.129:80,false,60.267448425293,77777,671,99.144656332857,102.177.176.129
true,1759304271.9764,elite,110.60839574687,1742425166.0649,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762243996,1762843319.0683,80,http,45.67.215.166:80,false,51.138877868652,80133,3367,95.967664670659,45.67.215.166
true,1758181753.2822,elite,110.39472638429,1742526770.3479,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762243743,1762843318.9401,80,http,185.221.160.145:80,false,340.93356132507,79693,748,99.070125930806,185.221.160.145
true,1759218054.7147,elite,121.21654821329,1756296296.5844,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762345800,1762843318.853,80,http,216.205.52.103:80,false,143.98694038391,43858,92,99.790671217292,216.205.52.103
true,1758184294.6075,elite,109.81105065276,1745124648.659,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Redwood City","North America",NA,"United States",US,,true,"Cloudflare London, LLC",37.3767,-122.0198,false,"Box, Inc",true,California,success,America/Los_Angeles,94086,1762244373,1762843318.564,80,http,103.116.7.150:80,false,53.493738174438,79381,2623,96.801375542656,103.116.7.150
true,1761064848.2886,elite,138.2339743981,1761064848.2886,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762274974,1762843318.3067,80,http,141.101.114.245:80,false,154.43921089172,12481,0,100,141.101.114.245
true,1759218104.1413,elite,121.78552417091,1756299284.9888,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762348231,1762843318.2927,80,http,69.84.182.233:80,false,74.290990829468,45157,101,99.77683503469,69.84.182.233
true,1758180128.6962,elite,110.41983788012,1742421662.1956,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762244498,1762843318.2804,80,http,45.67.215.22:80,false,50.048351287842,80359,3426,95.910962582801,45.67.215.22
true,1758179694.8157,elite,110.30842719445,1742489974.3195,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762244223,1762843318.1708,80,http,45.67.215.62:80,false,48.509120941162,80158,3251,96.102339076119,45.67.215.62
true,1759208247.5969,elite,109.82203164045,1742651676.7974,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762244433,1762843318.0779,80,http,45.67.215.249:80,false,27.773380279541,79988,856,98.941170649646,45.67.215.249
true,1761555495.3882,elite,139.8799967382,1761066746.794,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762276449,1762843318.0336,80,http,141.101.115.100:80,false,77.430725097656,12488,1,99.991992953799,141.101.115.100
true,1761067484.6795,elite,140.03312378436,1761067484.6795,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762277112,1762843318.0139,80,http,8.35.211.153:80,false,62.292814254761,12816,0,100,8.35.211.153
true,1761067517.0888,elite,141.51712864291,1761067517.0888,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1762277311,1762843317.7872,80,http,102.177.176.11:80,false,53.408861160278,12289,0,100,102.177.176.11
true,1759208453.1767,elite,113.57481811824,1753335294.7455,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762408314,1762843317.6461,80,http,216.205.52.163:80,false,150.30956268311,64002,109,99.82998237432,216.205.52.163
true,1758183227.4509,elite,115.5360902427,1754410330.4526,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762274574,1762843317.6138,80,http,45.67.215.63:80,false,369.06003952026,57044,86,99.849466129879,45.67.215.63
true,1761555813.1508,elite,110.76889551794,1742547464.3736,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762243976,1762843317.4635,80,http,69.84.182.208:80,false,60.224294662476,82283,3213,96.241929446992,69.84.182.208
true,1758181879.4447,elite,111.08660167193,1742337257.7405,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762243955,1762843317.4543,80,http,45.67.215.255:80,false,102.80966758728,80187,985,98.786527373971,45.67.215.255
true,1762843317.4057,elite,3486.3400438421,1760021668.524,"AS215376 ML Cloud Ltd",mlcloud,Amsterdam,Europe,EU,"The Netherlands",NL,,false,"ML Cloud Ltd",52.3676,4.90414,false,"ML CLOUD LLC",true,"North Holland",success,Europe/Amsterdam,1012,1762447463,1762843317.4057,3128,http,77.221.134.220:3128,false,1975.5578041077,1371,16481,7.6798117857943,77.221.134.220
true,1759218269.4022,elite,110.071942318,1742542396.069,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762243800,1762843317.3159,80,http,170.114.45.225:80,false,58.254718780518,79203,703,99.120216254099,170.114.45.225
true,1760214102.0598,elite,120.78602182884,1756298016.6365,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762347025,1762843317.0481,80,http,45.67.215.32:80,false,50.862550735474,44061,95,99.784853700516,45.67.215.32
true,1759218095.6608,elite,110.35345880738,1742538966.0986,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762244139,1762843317.0453,80,http,69.84.182.199:80,false,38.187265396118,82164,3100,96.36423343967,69.84.182.199
true,1758180882.9062,elite,123.0564105737,1756297047.8572,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762346223,1762843316.9521,80,http,102.177.176.152:80,false,323.71640205383,42202,666,98.446393580293,102.177.176.152
true,1759208320.7206,elite,110.25212364969,1742336421.3343,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762244160,1762843316.8116,80,http,102.177.176.206:80,false,520.81799507141,78190,4085,95.034943786083,102.177.176.206
true,1757591664.3121,elite,110.00722912469,1720502995.1197,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762243741,1762843316.6808,80,http,108.162.192.135:80,false,192.75546073914,82786,5774,93.480126467931,108.162.192.135
true,1758178967.5321,elite,109.81492749285,1720552100.9444,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762243991,1762843316.472,80,http,69.84.182.55:80,false,72.968244552612,82075,3966,95.390569612162,69.84.182.55
true,1761068123.4528,elite,141.1050148756,1761068123.4528,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762278033,1762843316.2364,80,http,8.39.125.125:80,false,29.400587081909,12814,0,100,8.39.125.125
true,1758183412.1904,elite,121.7327769253,1756299374.5198,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762348281,1762843316.1834,80,http,69.84.182.197:80,false,50.199508666992,45097,104,99.769916594766,69.84.182.197
true,1761555601.3394,elite,110.89173864595,1742429735.6554,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Cloudflare London, LLC",1.35208,103.82,false,"Tang Dynastic Technology Pte. LTD",true,"North West",success,Asia/Singapore,858877,1762243767,1762843316.1645,80,http,45.8.211.142:80,false,33.834218978882,80251,975,98.799645433728,45.8.211.142
true,1759218449.9084,elite,110.00655613599,1742746779.2129,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",true,Vilnius,success,Europe/Vilnius,04347,1762243628,1762843316.151,80,http,89.116.250.125:80,false,59.602499008179,82086,999,98.797616898357,89.116.250.125
true,1762146552.2846,elite,141.42862936653,1761065236.6634,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762274945,1762843316.1094,80,http,141.101.114.160:80,false,39.769887924194,12498,1,99.991999359949,141.101.114.160
true,1759218226.3348,elite,110.26656676663,1742492650.9269,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762244204,1762843315.9462,80,http,216.205.52.111:80,false,76.29919052124,79787,867,98.925037815855,216.205.52.111
true,1760373845.1937,elite,110.47664159513,1742668036.2625,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762243656,1762843315.8229,80,http,170.114.45.140:80,false,84.643125534058,79373,3269,96.044384211418,170.114.45.140
true,1759208282.8256,elite,121.70184064606,1756298105.8914,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762347505,1762843315.7862,80,http,185.221.160.184:80,false,46.885967254639,43868,91,99.792988921495,185.221.160.184
true,1761066320.7876,elite,138.04827178379,1761066320.7876,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762275973,1762843315.5168,80,http,8.35.211.128:80,false,474.82466697693,12840,0,100,8.35.211.128
true,1759218107.3709,elite,110.83987484719,1742354545.4379,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762244367,1762843315.4409,80,http,69.84.182.134:80,false,33.755779266357,81894,3339,96.082503255781,69.84.182.134
true,1758184173.7877,elite,109.55205305886,1742639662.5771,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",true,Vilnius,success,Europe/Vilnius,04347,1762244560,1762843315.3903,80,http,89.116.250.137:80,false,22.930860519409,82175,6769,92.38959345206,89.116.250.137
true,1761913912.793,elite,138.5422341627,1761065395.1619,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762275150,1762843315.2678,80,http,141.101.115.11:80,false,27.611255645752,12491,1,99.991994876721,141.101.115.11
true,1758184375.8267,elite,110.34094889764,1742353621.2372,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762244048,1762843315.1579,80,http,185.221.160.228:80,false,74.377298355103,79735,3329,95.992246942117,185.221.160.228
true,1759218131.2044,elite,121.16272028491,1756298558.5902,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762347426,1762843315.1442,80,http,170.114.45.123:80,false,127.51317024231,43676,97,99.778402211409,170.114.45.123
true,1758178602.4378,elite,122.19067904865,1756297637.6898,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762346623,1762843315.1252,80,http,170.114.45.141:80,false,76.008558273315,43568,94,99.784709816316,170.114.45.141
true,1759208296.8792,elite,110.5277487105,1720503241.538,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762244114,1762843315.0076,80,http,108.162.192.96:80,false,47.599315643311,82199,1973,97.655990115478,108.162.192.96
true,1758177106.845,elite,123.23774405395,1756296379.9054,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762345355,1762843314.8371,80,http,102.177.176.151:80,false,304.00800704956,42166,668,98.440491198581,102.177.176.151
true,1758182268.2017,elite,121.06814679163,1756299227.9927,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762347934,1762843314.6873,80,http,170.114.45.7:80,false,474.7679233551,43525,92,99.789073067841,170.114.45.7
true,1758182012.7263,elite,121.38641300387,1756297990.052,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762347400,1762843314.684,80,http,45.67.215.42:80,false,51.448583602905,44046,89,99.798345983913,45.67.215.42
true,1759218118.4333,elite,110.37309078936,1742338472.2161,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762243972,1762843314.5473,80,http,170.114.45.134:80,false,47.513484954834,79588,3405,95.897244345909,170.114.45.134
true,1759218104.1018,elite,110.75159765145,1742509059.4577,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762244200,1762843314.4154,80,http,45.67.215.24:80,false,15.290975570679,80169,798,99.014413279484,45.67.215.24
true,1761066629.6634,elite,140.44969820761,1761066629.6634,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762276738,1762843313.9764,80,http,8.35.211.171:80,false,46.792268753052,12836,0,100,8.35.211.171
true,1761555515.7308,elite,139.04460437365,1761068146.5484,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762277822,1762843313.9529,80,http,141.101.113.9:80,false,66.471099853516,12484,1,99.991990388466,141.101.113.9
true,1758180454.3064,elite,110.67041703455,1742468451.8647,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762244328,1762843313.8789,80,http,45.67.215.188:80,false,147.96566963196,80224,3305,96.043290354248,45.67.215.188
true,1761555500.5977,elite,110.22198536575,1742451458.2183,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762243872,1762843313.8283,80,http,216.205.52.0:80,false,182.77835845947,79681,4017,95.200602164926,216.205.52.0
true,1761555648.877,elite,110.54062480785,1742428376.308,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762244284,1762843313.8124,80,http,69.84.182.186:80,false,175.77266693115,81883,3999,95.343611001141,69.84.182.186
true,1762128859.2811,elite,138.75070919074,1761069826.1069,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762279624,1762843313.795,80,http,141.101.113.81:80,false,33.11562538147,12420,1,99.991949118428,141.101.113.81
true,1759218208.2392,elite,110.52997068239,1750603168.2616,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762244240,1762843313.5804,80,http,69.84.182.37:80,false,55.667877197266,81865,108,99.868249301599,69.84.182.37
